90.05	0.00
-48.93	-9.10
-48.81	-9.10
-48.84	-9.22
-48.84	-9.22
-48.97	-9.25
-48.93	-9.18
-48.93	-9.18
-49.03	-9.29
-48.93	-9.30
-48.93	-9.30
-48.84	-9.49
-48.84	-9.49
-48.48	-9.65
-47.36	-9.68
-47.36	-9.68
-43.81	-9.53
-43.81	-9.53
-39.04	-9.21
-34.90	-9.10
-34.90	-9.10
-28.36	-8.75
-28.36	-8.75
-24.22	-8.37
-22.30	-8.28
-22.30	-8.28
-20.15	-7.73
-20.15	-7.73
-18.65	-6.97
-17.86	-6.51
-17.86	-6.51
-17.15	-5.71
-17.15	-5.71
-16.47	-4.90
-15.53	-4.46
-15.53	-4.46
-14.20	-3.36
-13.43	-2.08
-13.43	-2.08
-12.62	1.10
-12.62	1.10
-12.03	4.15
-12.03	4.15
-11.52	6.60
-11.14	8.95
-11.14	8.95
-10.93	12.14
-10.93	12.14
-10.95	14.39
-10.96	15.93
-10.96	15.93
-10.71	18.78
-10.71	18.78
-10.59	20.36
-10.50	21.69
-10.50	21.69
-10.34	23.05
-10.34	23.05
-10.50	24.62
-10.82	25.57
-10.82	25.57
-11.11	27.36
-11.11	27.36
-11.52	29.23
-12.25	30.13
-12.25	30.13
-12.91	31.36
-12.91	31.36
-13.27	32.69
-14.01	33.54
-14.01	33.54
-15.89	34.52
-15.89	34.52
-18.77	34.79
-22.57	35.27
-22.57	35.27
-28.38	36.28
-28.38	36.28
-31.53	36.77
-33.12	37.19
-33.12	37.19
-34.28	37.50
-34.28	37.50
-34.85	37.59
-35.59	37.54
-35.59	37.54
-36.94	37.26
-37.70	37.28
-37.70	37.28
-39.40	37.06
-39.40	37.06
-40.55	36.58
-41.05	36.34
-41.05	36.34
-41.69	36.13
-41.69	36.13
-42.48	35.78
-43.04	35.55
-43.37	35.43
-43.68	35.38
-43.68	35.38
-43.48	35.18
-43.26	35.14
-43.09	34.99
-42.39	34.80
-42.39	34.80
-40.51	34.41
-38.25	33.98
-38.25	33.98
-32.72	32.67
-32.72	32.67
-27.89	31.40
-24.64	30.86
-24.64	30.86
-20.05	30.07
-20.05	30.07
-16.88	30.35
-14.56	30.89
-14.56	30.89
-10.62	26.46
-10.62	26.46
-8.21	25.32
-7.03	24.58
-7.03	24.58
-4.64	23.30
-4.64	23.30
-1.70	22.11
0.03	21.30
0.03	21.30
1.45	20.60
1.45	20.60
1.28	19.86
1.26	18.99
1.26	18.99
2.49	16.98
2.49	16.98
3.71	15.22
4.68	13.61
4.68	13.61
5.41	10.86
5.41	10.86
5.73	8.50
6.17	6.41
6.17	6.41
7.17	4.16
7.17	4.16
7.34	3.29
7.26	2.14
7.26	2.14
6.94	0.76
6.94	0.76
6.80	0.70
6.66	0.73
6.66	0.73
6.41	0.56
6.41	0.56
6.40	0.63
6.37	0.61
6.37	0.61
