90.05	0.00
90.05	0.00
90.05	0.00
-49.19	2.40
-49.19	2.40
-48.78	2.19
-48.78	2.19
-48.78	2.19
-48.78	2.19
-48.41	2.40
-48.41	2.40
-48.41	2.40
-48.41	2.40
-47.98	2.03
-47.98	2.03
-47.98	2.03
-47.98	2.03
-47.15	2.10
-47.15	2.10
-47.15	2.10
-47.15	2.10
-47.06	1.89
-47.06	1.89
-47.06	1.89
-47.06	1.89
-46.80	1.44
-46.80	1.44
-46.80	1.44
-46.80	1.44
-46.93	1.15
-46.93	1.15
-46.93	1.15
-46.93	1.15
-46.86	-0.11
-46.86	-0.11
-45.66	-0.05
-45.66	-0.05
-45.66	-0.05
-45.66	-0.05
-41.70	-1.44
-41.70	-1.44
-41.70	-1.44
-41.70	-1.44
-34.66	-1.89
-34.66	-1.89
-34.66	-1.89
-34.66	-1.89
-30.38	-2.65
-30.38	-2.65
-30.38	-2.65
-30.38	-2.65
-25.65	-2.49
-25.65	-2.49
-25.65	-2.49
-25.65	-2.49
-21.97	-2.46
-21.97	-2.46
-21.97	-2.46
-21.97	-2.46
-16.66	-2.49
-16.66	-2.49
-16.66	-2.49
-16.66	-2.49
-14.83	-2.44
-14.83	-2.44
-14.83	-2.44
-14.83	-2.44
-13.24	-2.39
-13.24	-2.39
-13.24	-2.39
-13.24	-2.39
-10.76	-2.44
-10.76	-2.44
-10.76	-2.44
-10.76	-2.44
-10.15	-2.25
-10.15	-2.25
-10.15	-2.25
-10.15	-2.25
-9.02	-2.15
-9.02	-2.15
-9.02	-2.15
-9.02	-2.15
-8.48	-2.15
-8.48	-2.15
-8.48	-2.15
-8.48	-2.15
-8.34	-1.96
-8.34	-1.96
-8.34	-1.96
-8.34	-1.96
-7.76	-1.95
-7.76	-1.95
-7.76	-1.95
-7.76	-1.95
-7.55	-2.05
-7.55	-2.05
-7.55	-2.05
-7.55	-2.05
-7.62	-2.09
-7.62	-2.09
-7.62	-2.09
-7.62	-2.09
-6.73	-2.18
-6.73	-2.18
-6.80	-2.61
-6.80	-2.61
-6.80	-2.61
-6.80	-2.61
-5.76	-2.53
-5.76	-2.53
-5.76	-2.53
-5.76	-2.53
-4.91	-2.54
-4.91	-2.54
-4.91	-2.54
-4.91	-2.54
-4.30	-2.36
-4.30	-2.36
-4.30	-2.36
-4.30	-2.36
-3.66	-2.32
-3.66	-2.32
-3.04	-2.35
-3.04	-2.35
-3.04	-2.35
-3.04	-2.35
-2.42	-1.88
-2.42	-1.88
-2.42	-1.88
-2.42	-1.88
-1.92	-2.29
-1.92	-2.29
-1.92	-2.29
-1.92	-2.29
-1.50	-2.22
-1.50	-2.22
-1.50	-2.22
-1.50	-2.22
-1.09	-2.91
-1.09	-2.91
-1.09	-2.91
-1.09	-2.91
-0.92	-3.66
-0.92	-3.66
-0.85	-4.75
-0.85	-4.75
-0.85	-4.75
-0.85	-4.75
-0.50	-5.44
-0.50	-5.44
-0.50	-5.44
-0.50	-5.44
0.70	-5.61
0.70	-5.61
0.70	-5.61
0.70	-5.61
1.49	-5.66
1.49	-5.66
2.04	-5.45
2.04	-5.45
2.04	-5.45
2.04	-5.45
2.01	-5.53
2.01	-5.53
2.01	-5.53
2.01	-5.53
1.47	-5.31
1.47	-5.31
1.47	-5.31
1.47	-5.31
-0.24	-5.69
-0.24	-5.69
-0.68	-5.71
-0.68	-5.71
-0.68	-5.71
-0.68	-5.71
-0.66	-5.53
-0.66	-5.53
-0.66	-5.53
-0.66	-5.53
-0.93	-6.19
-0.93	-6.19
-0.93	-6.19
-0.93	-6.19
-0.47	-6.12
-0.47	-6.12
-0.47	-6.12
-0.47	-6.12
0.52	-5.66
0.52	-5.66
1.03	-5.62
1.03	-5.62
1.03	-5.62
1.03	-5.62
1.27	-5.54
1.27	-5.54
1.27	-5.54
1.27	-5.54
1.55	-5.63
1.55	-5.63
1.55	-5.63
1.55	-5.63
1.59	-5.31
1.59	-5.31
1.59	-5.31
1.59	-5.31
1.42	-5.75
1.42	-5.75
1.38	-6.11
1.38	-6.11
1.38	-6.11
1.38	-6.11
1.92	-6.54
1.92	-6.54
1.92	-6.54
1.92	-6.54
1.88	-6.64
1.88	-6.64
1.88	-6.64
1.88	-6.64
2.13	-6.83
2.13	-6.83
2.13	-6.83
2.13	-6.83
