-28.38	-13.43
-34.15	-15.70
-34.15	-15.70
-34.63	-15.31
-34.00	-13.75
-32.77	-13.02
-32.88	-13.98
-34.26	-15.51
-35.28	-16.34
-35.01	-16.94
-34.47	-16.43
-33.60	-16.19
-32.42	-16.25
-31.69	-15.88
-31.04	-15.77
-30.63	-16.23
-30.63	-16.23
-29.99	-17.67
-29.79	-18.01
-29.14	-18.34
-27.94	-18.69
-26.89	-18.99
-25.90	-19.01
-24.83	-19.88
-23.83	-20.58
-22.75	-21.94
-21.63	-23.67
-20.43	-25.67
-20.43	-25.67
-18.58	-30.66
-18.05	-33.21
-17.44	-35.54
-17.01	-37.09
-16.51	-38.40
-16.48	-39.93
-16.42	-40.54
-16.52	-41.21
-16.92	-41.47
-17.01	-41.80
-17.41	-42.72
-17.70	-44.19
-18.30	-46.15
-18.30	-46.15
-19.53	-49.93
-19.95	-52.21
-20.24	-55.21
-20.16	-58.10
-20.45	-61.34
-22.39	-65.62
-23.19	-67.71
-23.73	-67.31
-23.73	-67.31
-25.35	-68.99
-26.04	-71.28
-27.63	-71.80
-27.63	-71.80
-31.63	-71.35
-33.49	-71.10
-35.00	-70.71
-35.37	-69.91
-34.89	-69.07
-35.90	-68.80
-36.83	-68.92
-39.17	-68.60
-39.45	-68.04
-38.46	-68.61
-38.46	-68.61
-28.73	-64.62
-24.84	-62.11
-21.58	-58.33
-20.07	-54.27
-18.50	-50.82
-16.35	-48.55
-15.07	-46.72
-14.22	-44.49
-13.20	-42.24
-12.77	-40.27
-12.27	-37.98
-11.97	-36.47
-11.71	-35.31
-11.41	-33.84
-10.98	-32.22
-10.38	-30.37
-9.96	-29.38
-9.96	-29.38
-9.23	-28.42
-9.20	-27.43
-9.60	-26.47
-9.81	-25.47
-9.99	-24.47
-9.99	-24.05
-9.99	-23.35
-9.73	-22.81
-9.46	-22.33
-9.21	-21.99
-8.93	-21.81
-8.77	-21.41
-8.78	-21.10
-8.77	-21.10
-8.79	-20.69
-9.12	-20.47
-9.35	-20.42
-9.51	-20.26
-9.52	-20.51
-9.62	-20.64
-9.79	-20.45
-9.82	-20.43
-9.87	-20.43
-10.07	-20.33
-10.13	-20.43
-10.22	-20.42
-10.30	-20.31
-10.25	-20.25
-10.11	-20.27
-9.61	-20.40
-9.17	-20.27
-8.92	-20.02
-8.75	-19.49
-8.70	-19.09
-8.70	-18.75
-8.59	-18.44
-8.52	-18.11
-8.47	-17.71
-8.29	-17.31
-8.25	-17.30
-8.16	-16.98
-8.33	-16.75
-8.32	-16.47
-8.35	-16.39
-8.27	-16.04
-8.05	-15.95
-7.93	-16.08
-7.83	-16.01
-7.87	-15.91
-7.93	-15.69
-7.95	-15.30
-7.99	-15.23
-7.99	-15.14
-7.98	-15.01
-7.98	-15.04
-8.05	-14.94
-8.04	-14.99
-7.97	-15.06
-7.92	-14.95
-7.79	-15.14
-7.79	-14.97
-7.83	-14.96
-7.71	-14.93
-7.73	-14.90
-7.57	-14.83
-7.56	-14.56
-7.36	-14.44
-7.18	-14.20
-7.18	-14.20
-7.11	-13.67
-7.11	-13.39
-6.98	-13.06
-6.86	-12.59
-6.69	-12.00
-6.60	-11.16
-5.99	-9.78
-4.90	-9.41
-4.90	-9.41
-4.29	-11.98
-4.29	-11.98
-7.74	-12.15
-10.03	-11.45
-11.63	-10.92
-12.25	-10.16
-12.56	-9.11
-12.01	-9.78
-10.89	-10.25
-9.60	-12.44
-8.04	-13.39
-5.25	-13.16
-2.88	-12.78
-0.39	-12.26
2.01	-11.64
2.84	-10.36
2.30	-9.75
1.24	-10.17
0.35	-11.64
-0.08	-12.31
-0.46	-12.92
-1.21	-11.67
-2.23	-11.85
-3.22	-12.16
-4.32	-12.53
-4.73	-13.64
-4.77	-15.75
-4.77	-15.75
-4.76	-24.37
-4.68	-28.62
-5.30	-30.70
-5.90	-33.15
-6.89	-36.98
-8.08	-40.15
-9.66	-43.63
-11.51	-46.10
-12.52	-46.40
-11.99	-46.91
-11.78	-46.25
-11.86	-45.23
-11.69	-44.71
-11.19	-44.62
-10.97	-44.84
-10.59	-44.89
-10.00	-44.70
-9.06	-44.60
-8.40	-43.61
-7.84	-42.56
-7.52	-41.59
-6.79	-40.47
-6.21	-38.86
-5.34	-37.24
-4.66	-35.55
-4.26	-33.46
-4.16	-31.84
-4.20	-30.30
-4.37	-28.72
-5.14	-27.32
-5.62	-26.39
-5.99	-25.46
-5.90	-24.84
-5.96	-24.37
-5.65	-24.12
-5.22	-23.67
-4.26	-23.28
-3.07	-22.99
-1.12	-23.07
1.83	-23.52
5.59	-24.76
10.97	-25.80
16.05	-25.92
19.60	-25.53
20.64	-25.18
18.60	-24.80
14.36	-23.90
9.52	-23.37
4.12	-22.61
-1.23	-21.42
-5.22	-20.47
-8.06	-19.54
-9.25	-18.99
-9.06	-19.16
-6.75	-19.09
-3.92	-18.54
-1.69	-19.48
0.97	-20.73
6.28	-21.32
13.70	-21.72
20.27	-22.10
25.74	-22.10
26.95	-21.94
25.24	-22.08
23.92	-22.22
23.30	-22.24
23.24	-22.51
24.18	-22.70
25.98	-22.52
27.91	-22.50
29.56	-22.38
31.62	-22.02
34.18	-21.58
37.72	-21.06
40.77	-20.68
44.20	-20.24
47.45	-19.85
50.88	-19.47
53.68	-19.31
56.12	-19.03
57.60	-19.04
57.60	-19.04
61.69	-19.19
64.11	-19.47
66.40	-19.61
68.28	-19.47
70.71	-19.31
70.71	-19.31
73.67	-19.55
73.52	-19.34
