-131.07	0.04
-130.87	0.01
-130.84	-0.02
-130.93	-0.03
-130.95	-0.01
-131.09	-0.04
-131.07	-0.16
-131.03	-0.13
-131.06	-0.15
-131.09	-0.25
-131.05	-0.26
-131.14	-0.32
-131.16	-0.40
-131.39	-0.43
-132.00	-0.71
-132.60	-0.98
-133.63	-1.33
-135.19	-1.72
-136.68	-1.86
-137.96	-2.09
-139.50	-2.41
-140.73	-2.48
-141.66	-2.64
-142.64	-2.59
-143.54	-2.65
-144.44	-2.81
-145.58	-2.88
-146.41	-2.95
-147.26	-3.07
-148.15	-3.17
-148.87	-3.28
-149.66	-3.34
-150.26	-3.34
-150.83	-3.26
-151.12	-3.24
-151.11	-3.02
-151.19	-2.80
-151.43	-2.52
-152.26	-2.02
-155.02	-1.20
-158.38	-0.75
-161.75	-0.66
-165.08	-0.50
-167.79	-0.23
-170.09	0.05
-172.19	0.33
-174.16	0.81
-175.48	0.90
-176.19	0.95
-176.47	1.07
-176.15	1.10
-175.73	0.84
-175.22	0.69
-174.90	0.62
-174.78	0.49
-174.66	0.41
-174.73	0.29
-174.70	0.14
-174.67	0.11
-174.87	0.13
-175.05	0.09
-175.35	0.16
-175.50	0.28
-175.70	0.33
-175.93	0.44
-176.11	0.47
-176.27	0.49
-176.48	0.63
-176.75	0.62
-177.05	0.70
-177.40	1.25
-177.45	2.68
-177.70	3.29
-177.89	3.67
-178.12	3.54
-178.38	2.96
-178.73	1.69
-179.12	0.65
-179.37	0.28
-179.79	-0.26
179.72	-0.79
178.91	-1.40
178.01	-1.64
177.16	-2.06
176.43	-2.54
175.42	-3.36
174.70	-4.07
174.05	-4.70
173.69	-5.54
173.52	-5.73
173.49	-6.07
173.64	-6.21
173.57	-6.08
173.49	-6.02
173.32	-6.06
173.10	-5.79
172.81	-5.56
172.55	-5.42
172.36	-5.53
172.36	-5.27
172.63	-4.60
173.30	-3.67
174.21	-2.16
175.47	0.39
176.69	1.97
177.79	3.07
178.84	4.14
179.96	4.73
-179.32	4.84
-178.52	4.74
-177.48	4.29
-176.52	3.73
-175.44	3.63
-174.34	3.87
-173.21	4.13
-172.36	4.16
-171.99	4.01
-171.66	4.04
-171.75	4.38
-172.02	4.79
-172.24	5.05
-172.53	5.53
-172.61	6.02
-172.93	6.23
-173.27	5.90
-173.59	5.48
-173.82	4.71
-173.84	3.93
-173.47	3.24
-172.50	2.89
-171.25	2.31
-169.25	2.07
-165.53	1.22
-159.79	-0.45
-149.18	-2.03
-136.77	-3.77
-124.26	-4.92
-110.39	-5.33
-98.43	-5.23
-88.03	-5.26
-80.49	-4.76
-74.54	-4.65
-70.65	-4.68
-68.33	-4.94
-66.71	-5.56
-65.90	-6.32
-64.96	-7.14
-63.59	-7.46
-61.75	-7.48
-59.55	-7.65
-56.89	-7.63
-54.88	-7.50
-53.08	-7.18
-50.95	-7.18
-49.04	-7.17
-46.95	-7.08
-44.71	-6.85
-42.48	-6.77
-40.46	-6.86
-38.44	-7.25
-36.72	-8.06
-35.15	-8.87
-33.31	-9.25
-31.48	-9.08
-30.11	-9.16
-29.25	-9.09
-28.22	-8.61
-26.02	-8.30
-23.96	-8.23
-23.30	-8.17
-23.42	-8.27
-23.41	-8.34
-23.37	-8.71
-23.34	-9.53
-23.86	-10.38
-24.48	-10.31
-25.11	-9.41
-24.91	-8.72
-24.34	-8.03
-22.70	-7.55
-21.03	-6.74
-19.62	-5.95
-18.74	-5.24
-18.49	-4.86
-18.69	-4.87
-18.57	-4.99
-18.12	-5.34
-17.72	-5.78
-17.21	-5.80
-16.54	-5.80
-16.28	-6.27
-15.91	-7.56
-15.49	-9.70
-14.92	-12.34
-14.27	-15.41
-13.28	-18.08
-11.72	-20.41
-10.27	-20.89
-9.21	-20.51
-8.40	-20.38
-7.70	-20.45
-7.20	-20.64
-6.54	-20.93
-5.61	-20.93
