phi,theta,est_phi,est_theta,pred_err
5.169983,2.5849915,7.3516083,3.3692627,2.3155367
5.169983,2.5849915,7.36174,3.3700333,2.3252368
5.0399933,2.5199966,7.367859,3.3703918,2.4754367
5.0399933,2.5199966,7.3712616,3.3705368,2.4787555
5.0599976,2.5299988,7.372864,3.3706055,2.4580595
5.0599976,2.5299988,7.3733063,3.3706284,2.4584577
5.25,2.625,7.373047,3.370636,2.2474213
5.25,2.625,7.372406,3.3706436,2.2468116
5.3600006,2.6800003,7.3715973,3.3706436,2.1241224
5.3600006,2.6800003,7.3707275,3.3706436,2.123293
5.300003,2.6500015,7.280014,3.3057175,2.0832806
5.300003,2.6500015,7.2255554,3.2861786,2.0254538
5.3200073,2.6600037,7.1884766,3.2765121,1.9650314
5.3200073,2.6600037,7.1634674,3.2722855,1.9402754
5.350006,2.675003,7.1471405,3.2704697,1.8909298
5.350006,2.675003,7.1369324,3.2696686,1.881072
5.3799896,2.6899948,7.1309204,3.2693253,1.842069
5.3799896,2.6899948,7.127762,3.2691727,1.8390919
5.2400055,2.6200027,7.0365753,3.2041779,1.8869929
5.2400055,2.6200027,6.982712,3.1846085,1.8298106
5.399994,2.699997,7.036728,3.2398834,1.7213557
5.399994,2.699997,7.0669403,3.2551956,1.7549082
5.419998,2.709999,6.998703,3.1980972,1.6504307
5.419998,2.709999,6.9606323,3.1819687,1.6093678
5.4299927,2.7149963,6.935425,3.17379,1.5719675
5.4299927,2.7149963,6.9188385,3.1702194,1.5549446
5.369995,2.6849976,6.998291,3.2336197,1.716232
5.369995,2.6849976,7.0458374,3.2524796,1.7671325
5.5599976,2.7799988,6.989044,3.1969147,1.4867474
5.5599976,2.7799988,6.9582977,3.1814651,1.4530649
5.550003,2.7750015,6.847534,3.1086273,1.338083
5.550003,2.7750015,6.7796326,3.0856323,1.2667136
5.6100006,2.8050003,6.7338715,3.0744781,1.154027
5.6100006,2.8050003,6.7035522,3.069603,1.1237873
5.719986,2.859993,6.6842194,3.067505,0.98516476
5.719986,2.859993,6.672516,3.0665894,0.9733752
5.6900024,2.8450012,6.7559967,3.1311493,1.102339
5.6900024,2.8450012,6.806732,3.1504974,1.1563984
5.8899994,2.9449997,6.842331,3.1601028,0.9747814
5.8899994,2.9449997,6.867264,3.1642761,0.99995077
6.029999,3.0149994,6.884323,3.1660995,0.8663753
6.029999,3.0149994,6.895706,3.1668854,0.87759566
6.3399963,3.1699982,6.903015,3.1672287,0.5626699
6.3399963,3.1699982,6.9075317,3.1673813,0.5668276
6.4900055,3.2450027,6.91008,3.1674347,0.42658457
6.4900055,3.2450027,6.911392,3.16745,0.42795846
6.700012,3.350006,7.0017242,3.2324142,0.32324654
6.700012,3.350006,7.0553894,3.2519608,0.3685048
6.6700134,3.3350067,7.0015564,3.1966782,0.35881972
6.6700134,3.3350067,6.9717407,3.1813583,0.33804125
6.599991,3.2999954,7.040497,3.2384796,0.44411355
6.599991,3.2999954,7.0790405,3.254593,0.4805128
6.5399933,3.2699966,7.104782,3.2627563,0.5637122
6.5399933,3.2699966,7.1217957,3.2663422,0.58080876
6.5899963,3.2949982,7.1326447,3.2678833,0.54248554
6.5899963,3.2949982,7.1391754,3.2685623,0.54858315
6.7100067,3.3550034,7.1427917,3.2688522,0.4405747
6.7100067,3.3550034,7.144455,3.2689667,0.4419051
6.9099884,3.4549942,7.2347565,3.3339615,0.34605014
6.9099884,3.4549942,7.288147,3.3535233,0.39117122
6.9600067,3.4800034,7.323807,3.3631973,0.38154864
6.9600067,3.4800034,7.347275,3.3674164,0.40299773
7.2499847,3.6249924,7.3621063,3.369255,0.2790645
7.2499847,3.6249924,7.3709717,3.3700333,0.28185523
7.100006,3.550003,7.465576,3.435318,0.38206115
7.100006,3.550003,7.521347,3.4549866,0.43069303
6.269989,3.1349945,7.4683228,3.3997955,1.2252514
6.269989,3.1349945,7.4384766,3.3845215,1.193046
3.8399963,1.9199982,7.5964203,3.506546,4.0736666
3.8399963,1.9199982,7.687744,3.54216,4.1716185
1.019989,0.5099945,7.7488556,3.5599976,7.3832574
1.019989,0.5099945,7.789322,3.5678024,7.4233046
1.3800049,0.69000244,7.9945984,3.7009964,7.262527
1.3800049,0.69000244,8.117294,3.741478,7.3908005
2.4799957,1.2399979,8.288193,3.8263397,6.352367
2.4799957,1.2399979,8.394394,3.8545456,6.4606824
3.6999817,1.8499908,8.552948,3.9328918,5.275146
3.6999817,1.8499908,8.649658,3.9582443,5.3738856
3.8399963,1.9199982,8.711365,3.9704514,5.279156
3.8399963,1.9199982,8.749222,3.9757767,5.316034
3.4700012,1.7350006,8.770752,3.9780807,5.7493773
3.4700012,1.7350006,8.781418,3.979065,5.7595954
4.549988,2.274994,8.695526,3.914627,4.4522347
4.549988,2.274994,8.641449,3.895317,4.3949842
4.970001,2.4850006,8.602173,3.8857346,3.8876107
4.970001,2.4850006,8.573563,3.881546,3.8595033
3.969986,1.984993,8.642685,3.9446182,5.060976
3.969986,1.984993,8.681641,3.9633179,5.104036
4.8900146,2.4450073,8.797394,4.037529,4.2135663
4.8900146,2.4450073,8.868286,4.061081,4.2879753
4.699997,2.3499985,9.005264,4.1374054,4.6550097
4.699997,2.3499985,9.089874,4.1618576,4.742351
4.2899933,2.1449966,9.2352295,4.2385635,5.3628254
4.2899933,2.1449966,9.324631,4.263191,5.4545617
4.7299957,2.3649979,9.293442,4.2102203,4.915179
4.7299957,2.3649979,9.277039,4.1959534,4.894769
5.0,2.5,8.904831,3.9289932,4.1521845
5.0,2.5,8.67894,3.847824,3.9126148
5.080002,2.540001,7.2661743,2.8989563,2.2129316
5.080002,2.540001,6.4078217,2.607582,1.3282485
4.610016,2.305008,4.3805847,1.4249191,0.9097821
4.610016,2.305008,3.1241455,1.0479889,1.9457146
4.310013,2.1550064,2.464157,0.9962921,2.1788847
4.310013,2.1550064,2.0229034,0.9567108,2.581264
4.2899933,2.1449966,2.297287,1.3319321,2.1514046
4.2899933,2.1449966,2.473465,1.4434891,1.946318
2.9400024,1.4700012,3.2575989,1.9535904,0.5784457
2.9400024,1.4700012,3.7656555,2.1149673,1.0471714
8.170013,4.0850067,4.220001,2.2578735,4.346498
8.170013,4.0850067,4.533066,2.3114166,4.0411353
9.350006,4.675003,4.5697937,2.2058563,5.372281
9.350006,4.675003,4.6093597,2.177246,5.3506074
10.900009,5.4500046,5.174652,2.5524216,6.403829
10.900009,5.4500046,5.5111237,2.6635284,6.0541754
11.440002,5.720001,5.915863,2.8485718,6.2116084
11.440002,5.720001,6.1707916,2.9117508,5.9571342
12.779999,6.3899994,5.886154,2.616722,7.839145
12.779999,6.3899994,5.7205353,2.5317764,8.025022
13.580002,6.790001,6.049179,2.8138962,8.49128
13.580002,6.790001,6.228302,2.8931274,8.2961645
14.2599945,7.1299973,6.2549286,2.8683777,9.040202
14.2599945,7.1299973,6.275894,2.8663788,9.022733
14.479996,7.239998,6.014801,2.6694489,9.59038
14.479996,7.239998,5.8542786,2.6098022,9.759651
14.75,7.375,6.011307,2.7753067,9.842827
14.75,7.375,6.093399,2.8212204,9.748868
14.5099945,7.2549973,6.238327,2.909584,9.312998
14.5099945,7.2549973,6.3288727,2.9393768,9.219212
