phi,theta,est_phi,est_theta,pred_err
12.269989,6.1349945,15.160568,0.7275543,6.128615
12.269989,6.1349945,16.447739,1.3422089,6.35141
11.939987,5.9699936,16.215729,1.0904922,6.481621
11.939987,5.9699936,15.8377075,0.92445374,6.370644
11.839996,5.919998,14.106781,0.19942474,6.151763
11.839996,5.919998,12.271896,-0.38567352,6.3204026
11.25,5.625,10.407532,-0.8686981,6.5479903
11.25,5.625,8.880737,-1.2461929,7.2671714
10.570007,5.2850037,8.561783,-1.1475906,6.738076
10.570007,5.2850037,8.939285,-1.017128,6.509244
9.830002,4.915001,10.393021,-0.61818695,5.561725
9.830002,4.915001,12.224457,-0.22840118,5.672295
9.830002,4.915001,14.236572,0.22315979,6.4328213
9.830002,4.915001,15.94165,0.6306381,7.4567466
10.449997,5.2249985,17.47438,1.1987305,8.0856085
10.449997,5.2249985,18.34459,1.6487961,8.652673
10.169998,5.084999,18.668304,1.9868851,9.02922
10.169998,5.084999,18.532516,2.2108383,8.8257675
9.670013,4.8350067,18.845413,2.8217392,9.373181
9.670013,4.8350067,18.823547,3.211609,9.273811
9.970001,4.9850006,20.012665,4.2024,10.040753
9.970001,4.9850006,20.960861,4.8489,10.951125
10.51001,5.255005,22.124405,5.3697815,11.5649185
10.51001,5.255005,23.05159,5.622566,12.490292
11.279999,5.6399994,23.850418,5.789612,12.50858
11.279999,5.6399994,24.159836,5.73468,12.816519
11.800003,5.9000015,23.820633,5.3694305,11.974045
11.800003,5.9000015,23.161926,4.9075546,11.354577
11.919998,5.959999,22.340393,4.448059,10.486572
11.919998,5.959999,21.375916,3.941208,9.633965
12.400009,6.2000046,20.566025,3.4974365,8.573086
12.400009,6.2000046,19.893082,3.0606918,8.100672
13.029999,6.5149994,19.221832,2.5191956,7.3519382
13.029999,6.5149994,18.812546,2.0676498,7.2809277
13.159988,6.579994,18.459183,1.6376495,7.235109
13.159988,6.579994,18.2594,1.3235168,7.31389
12.859985,6.4299927,17.82132,0.90569305,7.417038
12.859985,6.4299927,17.518814,0.64528656,7.420661
12.48999,6.244995,16.810501,0.23003387,7.40067
12.48999,6.244995,16.244614,0.0011444092,7.2819786
12.249985,6.1249924,15.300827,-0.36697388,7.1707478
12.249985,6.1249924,14.573059,-0.5385208,7.0555224
12.340012,6.170006,14.022842,-0.553154,6.929822
12.340012,6.170006,13.72879,-0.43507385,6.7489533
12.529999,6.2649994,14.069031,0.007522583,6.443238
12.529999,6.2649994,14.629623,0.479599,6.153069
12.569992,6.284996,15.291489,0.8937454,6.0363727
12.569992,6.284996,16.036514,1.310646,6.0581245
12.160004,6.080002,16.355042,1.4853516,6.2147007
12.160004,6.080002,16.554596,1.6619949,6.2236223
11.730011,5.8650055,16.754715,1.9542542,6.3572116
11.730011,5.8650055,16.75029,2.1759033,6.2193365
11.480011,5.7400055,17.021255,2.5461578,6.3826056
11.480011,5.7400055,17.230042,2.8016968,6.442446
11.069992,5.534996,17.92479,3.2445145,7.2078333
11.069992,5.534996,18.540115,3.530777,7.7113385
