phi,theta,est_phi,est_theta,pred_err
-107.86,-53.93,-82.76041,-43.086033,19.68831
-107.86,-53.93,-82.81267,-43.088203,19.65857
-107.869995,-53.934998,-82.77712,-43.078846,19.691473
-107.869995,-53.934998,-82.740845,-43.07474,19.71388
-107.97,-53.985,-82.64323,-43.059998,19.850336
-107.97,-53.985,-82.571655,-43.052937,19.893827
-108.36,-54.18,-82.45838,-43.03664,20.252552
-108.36,-54.18,-82.38504,-43.028946,20.297333
-108.73,-54.365,-82.2793,-43.012554,20.635893
-108.73,-54.365,-82.21925,-43.005043,20.673323
-109.2,-54.6,-82.220406,-43.00543,21.014341
-109.2,-54.6,-82.235115,-43.00498,21.006758
-109.82,-54.91,-82.32681,-43.017826,21.39773
-109.82,-54.91,-82.39834,-43.02369,21.35568
-110.06,-55.03,-82.5614,-43.047817,21.425747
-110.06,-55.03,-82.67078,-43.05888,21.360247
-110.05,-55.025,-82.79682,-43.076916,21.273933
-110.05,-55.025,-82.87087,-43.085808,21.228678
-110.08,-55.04,-82.90122,-43.090336,21.231195
-110.08,-55.04,-82.90577,-43.092865,21.227047
-110.19,-55.095,-82.90375,-43.09584,21.305489
-110.19,-55.095,-82.886116,-43.096695,21.31419
-110.270004,-55.135002,-82.75738,-43.07838,21.45243
-110.270004,-55.135002,-82.661125,-43.070633,21.508575
-110.5,-55.25,-82.44291,-43.037937,21.811548
-110.5,-55.25,-82.29985,-43.023056,21.897346
-110.54,-55.27,-81.9975,-42.97343,22.12006
-110.54,-55.27,-81.816986,-42.950993,22.231106
-110.659996,-55.329998,-81.52041,-42.89847,22.510014
-110.659996,-55.329998,-81.363846,-42.87416,22.60982
-110.729996,-55.364998,-81.306244,-42.858356,22.701015
-110.729996,-55.364998,-81.31972,-42.84957,22.699917
-110.88,-55.44,-81.38689,-42.84661,22.772886
-110.88,-55.44,-81.481865,-42.84597,22.723108
-110.990005,-55.495003,-81.64833,-42.857162,22.705616
-110.990005,-55.495003,-81.798935,-42.8628,22.622349
-111.1,-55.55,-82.15497,-42.907818,22.48215
-111.1,-55.55,-82.41203,-42.92769,22.333601
-111.31,-55.655,-82.80456,-42.98026,22.241726
-111.31,-55.655,-83.05909,-43.004883,22.09209
-111.51,-55.755,-83.47845,-43.069782,21.97213
-111.51,-55.755,-83.72131,-43.09908,21.82612
-111.54,-55.77,-84.1885,-43.181923,21.548649
-111.54,-55.77,-84.431595,-43.218605,21.397953
-111.53,-55.765,-84.65135,-43.26716,21.243773
-111.53,-55.765,-84.70607,-43.290527,21.199156
-111.51,-55.755,-84.64147,-43.30298,21.208927
-111.51,-55.755,-84.5034,-43.308895,21.275436
-111.57,-55.785,-84.338425,-43.31355,21.399817
-111.57,-55.785,-84.146065,-43.314137,21.498205
-111.56,-55.78,-84.006226,-43.324642,21.555582
-111.56,-55.78,-83.84647,-43.327995,21.635584
-111.73,-55.865,-83.726234,-43.338253,21.811724
-111.73,-55.865,-83.59272,-43.342636,21.877558
-111.71,-55.855,-83.585144,-43.36889,21.848753
-111.71,-55.855,-83.53318,-43.379925,21.867859
-111.880005,-55.940002,-83.47724,-43.39165,22.00933
-111.880005,-55.940002,-83.39729,-43.397858,22.046291
-111.84,-55.92,-83.3712,-43.413586,22.020372
-111.84,-55.92,-83.31482,-43.420174,22.044935
-111.8,-55.9,-83.2801,-43.4314,22.026693
-111.8,-55.9,-83.2216,-43.436428,22.053503
-111.69,-55.845,-83.233315,-43.45462,21.956726
-111.69,-55.845,-83.207436,-43.462215,21.96487
-111.13,-55.565,-83.219345,-43.478367,21.549204
-111.13,-55.565,-83.19391,-43.48566,21.557442
-110.44,-55.22,-83.2059,-43.501392,21.046574
-110.44,-55.22,-83.18053,-43.50832,21.055206
-109.97,-54.985,-83.248085,-43.533894,20.663715
-109.97,-54.985,-83.25751,-43.544712,20.651352
-109.5,-54.75,-83.33938,-43.572083,20.249277
-109.5,-54.75,-83.35388,-43.584282,20.233286
-108.59,-54.295,-83.33999,-43.59519,19.57059
-108.59,-54.295,-83.28984,-43.600735,19.593884
-107.42,-53.71,-83.21191,-43.602554,18.7749
-107.42,-53.71,-83.12422,-43.603207,18.82238
-106.65,-53.325,-83.022896,-43.600945,18.309093
-106.65,-53.325,-82.92828,-43.599518,18.362253
-106.06,-53.03,-82.87558,-43.6043,17.949188
-106.06,-53.03,-82.82039,-43.605755,17.978962
