phi,theta,est_phi,est_theta,pred_err
-107.86,-53.93,-85.25982,-54.54087,13.165956
-107.86,-53.93,-85.26911,-54.48894,13.16666
-107.869995,-53.934998,-85.24633,-54.40348,13.195026
-107.869995,-53.934998,-85.23445,-54.31925,13.2127285
-107.97,-53.985,-85.19914,-54.214626,13.29629
-107.97,-53.985,-85.1817,-54.122875,13.319909
-108.36,-54.18,-85.14407,-54.020077,13.5527115
-108.36,-54.18,-85.12575,-53.93775,13.578017
-108.73,-54.365,-85.08777,-53.85032,13.80506
-108.73,-54.365,-85.06933,-53.787735,13.828541
-109.2,-54.6,-85.07477,-53.75359,14.075871
-109.2,-54.6,-85.078316,-53.73034,14.079157
-109.82,-54.91,-85.11277,-53.74183,14.380389
-109.82,-54.91,-85.13014,-53.752674,14.367732
-110.06,-55.03,-85.189545,-53.803947,14.446396
-110.06,-55.03,-85.218895,-53.84139,14.420047
-110.05,-55.025,-85.2591,-53.89263,14.378917
-110.05,-55.025,-85.27822,-53.931442,14.358288
-110.08,-55.04,-85.283806,-53.960728,14.363411
-110.08,-55.04,-85.285774,-53.985207,14.356223
-110.19,-55.095,-85.2918,-54.008663,14.40387
-110.19,-55.095,-85.294685,-54.02535,14.398089
-110.270004,-55.135002,-85.247246,-54.001846,14.472326
-110.270004,-55.135002,-85.22309,-53.991203,14.488756
-110.5,-55.25,-85.14159,-53.935005,14.669122
-110.5,-55.25,-85.101234,-53.90536,14.699932
-110.54,-55.27,-84.97985,-53.8156,14.814135
-110.54,-55.27,-84.91995,-53.77015,14.860719
-110.659996,-55.329998,-84.79498,-53.678913,15.020703
-110.659996,-55.329998,-84.73404,-53.63702,15.067411
-110.729996,-55.364998,-84.707054,-53.623665,15.1237335
-110.729996,-55.364998,-84.695984,-53.628944,15.128433
-110.88,-55.44,-84.69453,-53.65051,15.202372
-110.88,-55.44,-84.69447,-53.682156,15.193006
-110.990005,-55.495003,-84.72204,-53.740932,15.218122
-110.990005,-55.495003,-84.73609,-53.795166,15.19419
-111.1,-55.55,-84.84903,-53.923866,15.150636
-111.1,-55.55,-84.90566,-54.01339,15.093086
-111.31,-55.655,-85.03194,-54.153606,15.09112
-111.31,-55.655,-85.09352,-54.2435,15.031413
-111.51,-55.755,-85.2482,-54.39346,15.005701
-111.51,-55.755,-85.323685,-54.474827,14.941371
-111.54,-55.77,-85.52433,-54.63276,14.80255
-111.54,-55.77,-85.62227,-54.699078,14.730746
-111.53,-55.765,-85.73001,-54.75463,14.651485
-111.53,-55.765,-85.78022,-54.747433,14.625257
-111.51,-55.755,-85.79897,-54.695637,14.617815
-111.51,-55.755,-85.80608,-54.61453,14.634586
-111.57,-55.785,-85.81659,-54.51794,14.684502
-111.57,-55.785,-85.82139,-54.404903,14.71235
-111.56,-55.78,-85.85281,-54.30463,14.717323
-111.56,-55.78,-85.86841,-54.192516,14.74028
-111.73,-55.865,-85.89679,-54.094463,14.841957
-111.73,-55.865,-85.91045,-53.994274,14.864473
-111.71,-55.855,-85.977844,-53.943005,14.831741
-111.71,-55.855,-86.011215,-53.879093,14.83273
-111.880005,-55.940002,-86.03678,-53.82381,14.926727
-111.880005,-55.940002,-86.048325,-53.771946,14.936893
-111.84,-55.92,-86.08507,-53.75,14.9018345
-111.84,-55.92,-86.10302,-53.725273,14.899763
-111.8,-55.9,-86.12956,-53.717438,14.86583
-111.8,-55.9,-86.14219,-53.70901,14.8614645
-111.69,-55.845,-86.18753,-53.732063,14.769257
-111.69,-55.845,-86.20979,-53.744736,14.752744
-111.13,-55.565,-86.24886,-53.775215,14.420157
-111.13,-55.565,-86.26763,-53.79466,14.403829
-110.44,-55.22,-86.30498,-53.829704,14.004572
-110.44,-55.22,-86.32296,-53.851036,13.988673
-109.97,-54.985,-86.38642,-53.904285,13.690587
-109.97,-54.985,-86.41758,-53.931656,13.666137
-109.5,-54.75,-86.484215,-53.98213,13.3706875
-109.5,-54.75,-86.51646,-54.003326,13.34757
-108.59,-54.295,-86.538506,-54.012753,12.864018
-108.59,-54.295,-86.54823,-54.007618,12.859293
-107.42,-53.71,-86.54956,-53.99029,12.270028
-107.42,-53.71,-86.54971,-53.966545,12.272952
