phi,theta,est_phi,est_theta,pred_err
12.269989,6.1349945,13.40744,4.7845,1.762475
12.269989,6.1349945,15.207993,5.484001,2.9945402
11.939987,5.9699936,13.371582,5.26577,1.5893006
11.939987,5.9699936,10.502884,5.064331,1.6930416
11.839996,5.919998,5.8208466,4.316231,6.2057347
11.839996,5.919998,1.674469,3.703453,10.368625
11.25,5.625,-1.0662689,3.2522507,12.505473
11.25,5.625,-2.1494904,2.9506683,13.625605
10.570007,5.2850037,-0.50720215,3.1658783,11.247802
10.570007,5.2850037,2.4376373,3.4516296,8.3130455
9.830002,4.915001,6.470413,3.9951324,3.473389
9.830002,4.915001,10.250717,4.520233,0.5757331
9.830002,4.915001,13.323196,5.07399,3.4835768
9.830002,4.915001,15.198944,5.5574417,5.3849597
10.449997,5.2249985,16.571548,6.184929,6.1663094
10.449997,5.2249985,16.97435,6.692604,6.6527514
10.169998,5.084999,16.478806,7.0654526,6.578228
10.169998,5.084999,15.340149,7.3083572,5.599897
9.670013,4.8350067,15.555466,7.9579544,6.629689
9.670013,4.8350067,15.801514,8.423683,7.068217
9.970001,4.9850006,18.363693,9.50753,9.473448
9.970001,4.9850006,20.644638,10.279221,11.82695
10.51001,5.255005,22.287262,10.869888,12.937456
10.51001,5.255005,22.692825,11.152,13.417363
11.279999,5.6399994,22.43016,11.31974,12.400298
11.279999,5.6399994,21.3703,11.2578125,11.449261
11.800003,5.9000015,19.270859,10.867165,8.902915
11.800003,5.9000015,16.906021,10.370346,6.746803
11.919998,5.959999,14.953506,9.892975,4.948943
11.919998,5.959999,13.441452,9.384148,3.7413058
12.400009,6.2000046,12.649979,8.941551,2.7527838
12.400009,6.2000046,12.335602,8.502052,2.3030777
13.029999,6.5149994,11.864075,7.930893,1.8284196
13.029999,6.5149994,11.560379,7.4154816,1.7142924
13.159988,6.579994,11.2473755,6.900078,1.926204
13.159988,6.579994,11.128784,6.476204,2.0207138
12.859985,6.4299927,10.49881,5.9210434,2.4019182
12.859985,6.4299927,9.986633,5.4902573,3.0083673
12.48999,6.244995,8.811249,4.8865356,3.9052005
12.48999,6.244995,7.8885193,4.445236,4.9221096
12.249985,6.1249924,6.529297,3.8651505,6.13031
12.249985,6.1249924,5.6454773,3.4745865,7.0943956
12.340012,6.170006,5.474411,3.2728195,7.429672
12.340012,6.170006,5.980316,3.2373505,6.983199
12.529999,6.2649994,7.7058716,3.5722504,5.508866
12.529999,6.2649994,9.750458,3.9917297,3.5820608
12.569992,6.284996,11.367142,4.376465,2.2531617
12.569992,6.284996,12.49501,4.786743,1.5001131
12.160004,6.080002,12.398331,4.9774323,1.1277851
12.160004,6.080002,11.818527,5.188591,0.9538809
11.730011,5.8650055,11.60611,5.570671,0.31898105
11.730011,5.8650055,11.5208435,5.9362183,0.22028695
11.480011,5.7400055,12.216324,6.488327,1.0467976
11.480011,5.7400055,12.980606,6.957199,1.9250859
11.069992,5.534996,14.505478,7.624283,4.001397
11.069992,5.534996,15.783279,8.143166,5.3570857
10.679993,5.3399963,17.203384,8.725304,7.3050323
10.679993,5.3399963,18.030106,9.123428,8.213484
10.369995,5.1849976,18.367203,9.417839,8.989309
10.369995,5.1849976,18.088608,9.546593,8.808523
9.849991,4.9249954,18.048828,9.755569,9.45594
9.849991,4.9249954,17.756287,9.814743,9.2384815
9.389999,4.6949997,17.891571,9.962021,9.939172
9.389999,4.6949997,17.846985,9.968857,9.905281
9.080002,4.540001,17.745361,9.927689,10.142278
9.080002,4.540001,17.39885,9.783272,9.775896
8.959991,4.4799957,16.35051,9.413483,8.838779
8.959991,4.4799957,15.1540985,9.017349,7.6422105
9.5,4.75,13.594269,8.476578,5.5156207
9.5,4.75,12.26915,7.979622,4.242886
10.189987,5.0949936,11.152161,7.4702835,2.5606318
10.189987,5.0949936,10.513443,7.0403366,1.971693
11.2599945,5.6299973,10.377579,6.695503,1.380268
11.2599945,5.6299973,10.658524,6.434189,1.0021011
11.400009,5.7000046,11.459152,6.327759,0.6305604
11.400009,5.7000046,12.403473,6.2836227,1.1562293
10.300003,5.1500015,13.51297,6.3652115,3.4199352
10.300003,5.1500015,14.432953,6.47773,4.320646
9.199997,4.5999985,14.299301,6.3812943,5.379171
9.199997,4.5999985,13.77594,6.328018,4.8717413
9.350006,4.675003,12.688736,6.1740875,3.6460981
9.350006,4.675003,11.664993,6.0841827,2.7014632
10.0,5.0,10.467819,5.905655,1.0181795
10.0,5.0,9.624023,5.8006744,0.88359535
10.690002,5.345001,8.791687,5.615181,1.9087509
