phi,theta,est_phi,est_theta,pred_err
-99.5,-49.75,-85.11402,-47.098835,9.89042
-99.5,-49.75,-85.11657,-47.107487,9.885727
-99.49,-49.745,-85.13239,-47.123863,9.862605
-99.49,-49.745,-85.13607,-47.130558,9.857919
-99.579994,-49.789997,-85.11841,-47.11366,9.940201
-99.579994,-49.789997,-85.11974,-47.109226,9.940952
-99.44,-49.72,-85.107994,-47.093735,9.852652
-99.44,-49.72,-85.107155,-47.085953,9.855964
-99.29,-49.645,-85.127106,-47.10016,9.72975
-99.29,-49.645,-85.12762,-47.101498,9.728962
-99.3,-49.65,-85.119225,-47.09416,9.744107
-99.3,-49.65,-85.1198,-47.094246,9.743684
-99.37,-49.685,-85.129974,-47.103977,9.784441
-99.37,-49.685,-85.13048,-47.10703,9.783034
-99.3,-49.65,-85.14268,-47.120193,9.720086
-99.3,-49.65,-85.14415,-47.12557,9.717295
-99.35,-49.675,-85.103134,-47.08979,9.792054
-99.35,-49.675,-85.101715,-47.081852,9.795728
-99.34,-49.67,-85.096565,-47.07422,9.794484
-99.34,-49.67,-85.093834,-47.06825,9.798337
-99.380005,-49.690002,-85.10256,-47.075428,9.819185
-99.380005,-49.690002,-85.101715,-47.076557,9.819325
-99.5,-49.75,-85.13445,-47.10833,9.874023
-99.5,-49.75,-85.13651,-47.11842,9.869143
-99.56,-49.78,-85.15189,-47.13644,9.896382
-99.56,-49.78,-85.15517,-47.145023,9.891254
-99.5,-49.75,-85.12637,-47.11994,9.875059
-99.5,-49.75,-85.12669,-47.11434,9.876851
-99.380005,-49.690002,-85.08068,-47.067955,9.8357525
-99.380005,-49.690002,-85.076645,-47.05121,9.844266
-99.23,-49.615,-85.080345,-47.048485,9.734215
-99.23,-49.615,-85.07681,-47.042095,9.738718
-99.43,-49.715,-85.07521,-47.04045,9.885248
-99.43,-49.715,-85.07369,-47.040825,9.886085
-99.939995,-49.969997,-85.09421,-47.062363,10.235084
-99.939995,-49.969997,-85.094765,-47.07024,10.231815
-100.53,-50.265,-85.06481,-47.04752,10.687653
-100.53,-50.265,-85.06405,-47.045097,10.689089
-100.89,-50.445,-85.01709,-47.00183,10.99748
-100.89,-50.445,-85.01239,-46.987984,11.00607
-101.42,-50.71,-85.015724,-46.987457,11.38996
-101.42,-50.71,-85.01198,-46.982403,11.394422
-102.05,-51.025,-85.02109,-46.991184,11.843318
-102.05,-51.025,-85.02029,-46.993916,11.842586
-102.61,-51.305,-85.00989,-46.98686,12.258871
-102.61,-51.305,-85.009254,-46.986847,12.259273
-103.17,-51.585,-85.01872,-46.99625,12.655335
-103.17,-51.585,-85.01874,-46.998394,12.654323
-104.07,-52.035,-85.01986,-47.00034,13.303578
-104.07,-52.035,-85.02048,-47.001507,13.302644
-105.77,-52.885,-85.021,-47.001617,14.524096
-105.77,-52.885,-85.021454,-47.001225,14.524069
-107.27,-53.635,-85.05436,-47.030277,15.557355
-107.27,-53.635,-85.05687,-47.03739,15.552005
-108.18,-54.09,-85.08348,-47.06295,16.164911
-108.18,-54.09,-85.087746,-47.072227,16.157305
-109.119995,-54.559998,-85.071365,-47.057953,16.833204
-109.119995,-54.559998,-85.07334,-47.055912,16.8333
-109.67,-54.835,-85.04028,-47.022167,17.2545
-109.67,-54.835,-85.03828,-47.010277,17.262592
-110.51,-55.255,-85.00116,-46.971146,17.888472
-110.51,-55.255,-84.99638,-46.95633,17.899986
-111.56,-55.78,-85.04405,-46.996628,18.571672
-111.56,-55.78,-85.04358,-47.004578,18.567028
-112.74,-56.37,-85.1671,-47.124306,19.22912
-112.74,-56.37,-85.17669,-47.16318,19.19967
-113.67,-56.835,-85.344734,-47.33234,19.629261
-113.67,-56.835,-85.363655,-47.391457,19.581863
-113.909996,-56.954998,-85.47673,-47.510307,19.607382
-113.909996,-56.954998,-85.498146,-47.556496,19.566961
-114.0,-57.0,-85.64806,-47.698193,19.458931
-114.0,-57.0,-85.66919,-47.73937,19.421951
-113.71,-56.855,-85.84225,-47.897957,19.039658
-113.71,-56.855,-85.86484,-47.941566,19.000706
-113.24,-56.62,-86.02902,-48.09093,18.509842
-113.24,-56.62,-86.052025,-48.132267,18.472477
-113.1,-56.55,-86.21379,-48.27853,18.204954
-113.1,-56.55,-86.23546,-48.317326,18.170084
-113.16,-56.58,-86.46343,-48.530407,17.96111
-113.16,-56.58,-86.483505,-48.58544,17.917656
-113.53,-56.765,-86.89601,-48.996326,17.699398
-113.53,-56.765,-86.913536,-49.105495,17.626022
-114.38,-57.19,-87.28759,-49.50336,17.748543
-114.38,-57.19,-87.31009,-49.62041,17.668243
-115.74,-57.87,-87.55745,-49.879272,18.257101
-115.74,-57.87,-87.58269,-49.945015,18.204836
-116.79,-58.395,-87.81206,-50.153603,18.62394
-116.79,-58.395,-87.82814,-50.173912,18.603428
-117.08,-58.54,-87.97897,-50.273624,18.647644
-117.08,-58.54,-87.99463,-50.250473,18.653772
-116.97,-58.485,-88.18258,-50.37746,18.412565
-116.97,-58.485,-88.1857,-50.3501,18.427523
-117.21001,-58.605003,-88.40954,-50.533875,18.352722
-117.21001,-58.605003,-88.404175,-50.52954,18.358059
-118.41,-59.205,-88.64004,-50.753384,18.845367
-118.41,-59.205,-88.63031,-50.769203,18.840448
-119.56,-59.78,-88.83065,-50.965084,19.320906
-119.56,-59.78,-88.82364,-50.974403,19.31848
-120.82,-60.41,-88.890625,-50.99348,20.031939
-120.82,-60.41,-88.903076,-50.949825,20.054247
-121.759995,-60.879997,-88.936195,-50.894215,20.635136
-121.759995,-60.879997,-88.94677,-50.81065,20.685652
-122.38,-61.19,-88.91409,-50.660034,21.169926
-122.38,-61.19,-88.93042,-50.55636,21.232658
-123.06,-61.53,-88.85194,-50.356358,21.808783
-123.06,-61.53,-88.86915,-50.259342,21.868162
-124.41,-62.205,-88.84171,-50.162968,22.741192
-124.41,-62.205,-88.84294,-50.121296,22.770363
-126.46001,-63.230003,-88.84561,-50.124638,23.945688
-126.46001,-63.230003,-88.84078,-50.145435,23.9325
-128.72,-64.36,-88.89767,-50.26398,25.079039
-128.72,-64.36,-88.88507,-50.330208,25.034227
-130.99,-65.495,-89.03486,-50.588207,25.993399
-130.99,-65.495,-89.009056,-50.681698,25.931435
-133.2,-66.6,-89.243866,-51.044926,26.692835
-133.2,-66.6,-89.20613,-51.138485,26.63359
-135.36,-67.68,-89.39591,-51.40423,27.415506
-135.36,-67.68,-89.37217,-51.434967,27.39955
-137.57,-68.785,-89.437195,-51.449356,28.409533
-137.57,-68.785,-89.443245,-51.361828,28.479568
-139.9,-69.95,-89.44653,-51.19558,29.674377
-139.9,-69.95,-89.46242,-51.010315,29.825857
-142.45,-71.225,-89.505165,-50.853233,31.051586
-142.45,-71.225,-89.504715,-50.6608,31.218737
-144.76001,-72.380005,-89.69004,-50.7466,32.038174
-144.76001,-72.380005,-89.64963,-50.65022,32.13535
-146.78,-73.39,-89.83822,-50.832073,32.708267
-146.78,-73.39,-89.79905,-50.81328,32.736084
-148.5,-74.25,-89.99115,-51.04861,33.11029
-148.5,-74.25,-89.95024,-51.04951,33.120377
-150.08,-75.04,-90.102646,-51.216595,33.487934
-150.08,-75.04,-90.072754,-51.17061,33.537567
